Transaction_ID,ATM_ID,City,Transaction_Date,Transaction_Type,Amount_INR,Response_Code,Location_Type,Weekday,Remaining_Cash,Refill_Required,ATM_Status
TXN00974,ATM_CHE_007,Chennai,15-10-2024 01:32,Fund Transfer,10000,0,Rural,Tuesday,411653,No,Active
TXN00975,ATM_PUN_001,Pune,03-07-2024 15:36,PIN Change,500,0,Urban,Wednesday,318123,No,Active
TXN00976,ATM_PUN_006,Pune,24-01-2025 19:49,Fund Transfer,20000,0,Urban,Friday,187288,No,Down
TXN00977,ATM_KOL_008,Kolkata,25-02-2024 02:27,Balance Inquiry,500,0,Urban,Sunday,242086,No,Down
TXN00978,ATM_KOL_005,Kolkata,18-06-2024 14:59,Balance Inquiry,1000,0,Semi-Urban,Tuesday,437087,No,Active
TXN00979,ATM_HYD_013,Hyderabad,19-01-2025 01:59,PIN Change,15000,0,Rural,Sunday,203137,No,Active
TXN00980,ATM_MUM_003,Mumbai,08-11-2024 16:17,Balance Inquiry,20000,55,Urban,Friday,344710,No,Down
TXN00981,ATM_HYD_002,Hyderabad,14-02-2025 18:59,Mini Statement,1000,0,Semi-Urban,Friday,155003,No,Active
TXN00982,ATM_CHE_002,Chennai,06-09-2024 12:58,Fund Transfer,1000,96,Urban,Friday,367069,No,Active
TXN00983,ATM_HYD_014,Hyderabad,02-02-2024 15:32,Cash Deposit,1000,0,Semi-Urban,Friday,417260,No,Active
TXN00984,ATM_KOL_010,Kolkata,09-01-2024 10:42,PIN Change,20000,55,Urban,Tuesday,151383,No,Down
TXN00985,ATM_MUM_004,Mumbai,10-05-2024 09:43,Mini Statement,15000,0,Urban,Friday,390538,No,Active
TXN00986,ATM_PUN_003,Pune,13-09-2024 00:33,Cash Deposit,20000,0,Rural,Friday,427644,No,Active
TXN00987,ATM_CHE_012,Chennai,06-05-2024 14:33,Cash Deposit,2000,0,Semi-Urban,Monday,158914,No,Active
TXN00988,ATM_KOL_009,Kolkata,08-03-2025 10:10,Cash Deposit,20000,0,Urban,Saturday,366026,No,Active
TXN00989,ATM_KOL_010,Kolkata,10-11-2024 12:17,Cash Withdrawal,15000,51,Rural,Sunday,314752,No,Active
TXN00990,ATM_KOL_001,Kolkata,18-12-2024 13:18,Cash Deposit,2000,0,Semi-Urban,Wednesday,113070,No,Down
TXN00991,ATM_BAN_008,Bangalore,12-12-2024 01:16,Cash Withdrawal,500,0,Urban,Thursday,81467,Yes,Active
TXN00992,ATM_DEL_007,Delhi,24-07-2024 10:53,PIN Change,20000,0,Semi-Urban,Wednesday,236053,No,Down
TXN00993,ATM_DEL_014,Delhi,28-10-2024 05:57,Cash Withdrawal,5000,0,Rural,Monday,334695,No,Active
TXN00994,ATM_PUN_001,Pune,19-08-2024 14:52,Mini Statement,15000,51,Rural,Monday,310600,No,Down
TXN00995,ATM_DEL_001,Delhi,24-02-2025 23:57,Cash Withdrawal,15000,0,Rural,Monday,431079,No,Active
TXN00996,ATM_HYD_013,Hyderabad,14-03-2025 07:37,Cash Withdrawal,1000,0,Urban,Friday,417220,No,Active
TXN00997,ATM_KOL_012,Kolkata,08-02-2025 10:19,Mini Statement,2000,51,Urban,Saturday,351501,No,Active
TXN00998,ATM_PUN_007,Pune,22-03-2024 00:47,Mini Statement,20000,0,Semi-Urban,Friday,51365,Yes,Active
TXN00999,ATM_DEL_002,Delhi,18-05-2024 04:01,Balance Inquiry,10000,0,Urban,Saturday,494704,No,Active
TXN01000,ATM_KOL_015,Kolkata,09-04-2025 00:35,Cash Withdrawal,500,0,Urban,Wednesday,368499,No,Down
TXN01001,ATM_DEL_003,Delhi,18-05-2024 06:01,Cash Deposit,10000,0,Semi-Urban,Saturday,176360,No,Active
TXN01002,ATM_CHE_010,Chennai,11-05-2025 05:21,PIN Change,10000,0,Rural,Sunday,304985,No,Active
TXN01003,ATM_BAN_011,Bangalore,04-05-2024 14:11,Fund Transfer,1000,0,Urban,Saturday,62334,Yes,Active
TXN01004,ATM_PUN_013,Pune,03-11-2024 12:24,Cash Withdrawal,5000,0,Urban,Sunday,482163,No,Active
TXN01005,ATM_KOL_002,Kolkata,01-07-2024 17:04,Balance Inquiry,15000,0,Semi-Urban,Monday,296007,No,Active
TXN01006,ATM_KOL_012,Kolkata,13-01-2025 04:59,Cash Deposit,5000,0,Rural,Monday,64569,Yes,Active
TXN01007,ATM_BAN_003,Bangalore,19-07-2024 01:50,Mini Statement,5000,96,Urban,Friday,104785,No,Active
TXN01008,ATM_CHE_010,Chennai,09-01-2025 21:10,PIN Change,10000,0,Rural,Thursday,429503,No,Active
TXN01009,ATM_MUM_008,Mumbai,21-07-2024 18:23,Mini Statement,1000,55,Urban,Sunday,354089,No,Active
TXN01010,ATM_DEL_001,Delhi,14-10-2024 01:11,Balance Inquiry,15000,0,Rural,Monday,363846,No,Active
TXN01011,ATM_MUM_006,Mumbai,24-12-2024 08:57,PIN Change,10000,55,Urban,Tuesday,176653,No,Down
TXN01012,ATM_HYD_014,Hyderabad,23-04-2025 18:18,Cash Deposit,10000,96,Rural,Wednesday,171128,No,Active
TXN01013,ATM_KOL_013,Kolkata,30-07-2024 14:52,PIN Change,10000,0,Urban,Tuesday,89275,Yes,Active
TXN01014,ATM_KOL_009,Kolkata,27-01-2024 20:29,Cash Deposit,5000,0,Urban,Saturday,58807,Yes,Active
TXN01015,ATM_PUN_001,Pune,19-06-2024 07:03,PIN Change,20000,0,Semi-Urban,Wednesday,288673,No,Active
TXN01016,ATM_PUN_010,Pune,17-03-2025 14:15,Cash Deposit,10000,0,Urban,Monday,299364,No,Active
TXN01017,ATM_HYD_013,Hyderabad,08-02-2025 04:03,Cash Withdrawal,10000,0,Rural,Saturday,106690,No,Active
TXN01018,ATM_PUN_004,Pune,29-03-2024 09:14,Cash Deposit,2000,51,Semi-Urban,Friday,176384,No,Active
TXN01019,ATM_PUN_009,Pune,13-08-2024 21:49,Cash Withdrawal,500,55,Semi-Urban,Tuesday,409093,No,Active
TXN01020,ATM_BAN_007,Bangalore,10-02-2025 01:59,Cash Withdrawal,1000,0,Urban,Monday,289415,No,Active
TXN01021,ATM_DEL_015,Delhi,12-05-2025 22:34,Mini Statement,20000,0,Semi-Urban,Monday,173896,No,Down
TXN01022,ATM_CHE_013,Chennai,14-09-2024 07:14,Balance Inquiry,1000,0,Urban,Saturday,395414,No,Active
TXN01023,ATM_PUN_001,Pune,28-02-2024 15:18,Cash Withdrawal,1000,0,Rural,Wednesday,318499,No,Active
TXN01024,ATM_BAN_008,Bangalore,15-01-2025 13:48,Mini Statement,15000,0,Semi-Urban,Wednesday,498897,No,Active
TXN01025,ATM_KOL_011,Kolkata,29-01-2024 06:32,PIN Change,5000,0,Semi-Urban,Monday,273046,No,Down
TXN01026,ATM_CHE_007,Chennai,18-08-2024 07:24,PIN Change,15000,0,Semi-Urban,Sunday,87318,Yes,Active
TXN01027,ATM_HYD_012,Hyderabad,17-05-2024 09:14,Balance Inquiry,5000,0,Urban,Friday,134257,No,Active
TXN01028,ATM_MUM_014,Mumbai,12-04-2025 02:52,Cash Deposit,1000,0,Urban,Saturday,463368,No,Active
TXN01029,ATM_PUN_008,Pune,03-05-2025 01:37,Cash Deposit,20000,0,Rural,Saturday,179409,No,Active
TXN01030,ATM_MUM_008,Mumbai,28-08-2024 05:52,Cash Withdrawal,15000,0,Rural,Wednesday,223723,No,Active
TXN01031,ATM_PUN_008,Pune,09-04-2025 04:37,Fund Transfer,500,0,Semi-Urban,Wednesday,301040,No,Active
TXN01032,ATM_CHE_011,Chennai,10-10-2024 09:19,Cash Withdrawal,15000,0,Rural,Thursday,411870,No,Active
TXN01033,ATM_HYD_012,Hyderabad,10-12-2024 17:38,Balance Inquiry,15000,0,Rural,Tuesday,382985,No,Active
TXN01034,ATM_CHE_004,Chennai,03-06-2024 11:54,Fund Transfer,10000,0,Urban,Monday,155579,No,Active
TXN01035,ATM_MUM_005,Mumbai,11-08-2024 02:25,Cash Withdrawal,1000,0,Rural,Sunday,254878,No,Active
TXN01036,ATM_PUN_001,Pune,09-03-2025 03:32,Cash Deposit,5000,55,Urban,Sunday,429909,No,Down
TXN01037,ATM_KOL_013,Kolkata,09-10-2024 10:27,Cash Deposit,1000,0,Rural,Wednesday,409527,No,Down
TXN01038,ATM_CHE_009,Chennai,02-05-2024 03:06,Cash Withdrawal,1000,0,Rural,Thursday,152251,No,Active
TXN01039,ATM_KOL_015,Kolkata,04-01-2025 00:41,PIN Change,5000,96,Rural,Saturday,342710,No,Active
TXN01040,ATM_KOL_008,Kolkata,15-01-2024 19:17,Fund Transfer,500,0,Urban,Monday,146248,No,Active
TXN01041,ATM_HYD_007,Hyderabad,25-07-2024 09:23,Fund Transfer,1000,0,Urban,Thursday,110402,No,Active
TXN01042,ATM_KOL_013,Kolkata,29-06-2024 02:12,Balance Inquiry,10000,0,Rural,Saturday,247646,No,Active
TXN01043,ATM_KOL_002,Kolkata,21-09-2024 09:31,Cash Withdrawal,5000,0,Semi-Urban,Saturday,263579,No,Active
TXN01044,ATM_CHE_001,Chennai,03-04-2024 22:12,Balance Inquiry,10000,0,Rural,Wednesday,75083,Yes,Active
TXN01045,ATM_BAN_012,Bangalore,20-01-2024 15:45,PIN Change,500,0,Rural,Saturday,364025,No,Active
TXN01046,ATM_CHE_010,Chennai,25-03-2024 10:23,Cash Deposit,10000,0,Semi-Urban,Monday,327060,No,Down
TXN01047,ATM_MUM_006,Mumbai,13-04-2024 22:10,Mini Statement,10000,0,Urban,Saturday,461257,No,Active
TXN01048,ATM_PUN_006,Pune,20-08-2024 16:49,Balance Inquiry,5000,0,Urban,Tuesday,249582,No,Active
TXN01049,ATM_HYD_005,Hyderabad,07-06-2024 12:23,Cash Withdrawal,500,0,Rural,Friday,416252,No,Active
TXN01050,ATM_DEL_008,Delhi,15-08-2024 20:54,Mini Statement,20000,51,Rural,Thursday,98959,Yes,Active
TXN01051,ATM_DEL_005,Delhi,18-10-2024 18:36,Cash Deposit,1000,0,Urban,Friday,91674,Yes,Active
TXN01052,ATM_MUM_014,Mumbai,16-01-2025 16:46,Cash Deposit,1000,0,Urban,Thursday,221672,No,Active
TXN01053,ATM_HYD_004,Hyderabad,31-01-2025 20:24,Fund Transfer,2000,0,Semi-Urban,Friday,62704,Yes,Down
TXN01054,ATM_CHE_001,Chennai,25-11-2024 17:44,PIN Change,5000,0,Rural,Monday,89566,Yes,Active
TXN01055,ATM_MUM_011,Mumbai,19-05-2024 18:38,Fund Transfer,10000,0,Rural,Sunday,56728,Yes,Down
TXN01056,ATM_PUN_003,Pune,09-02-2025 00:39,Cash Deposit,20000,0,Urban,Sunday,327256,No,Down
TXN01057,ATM_MUM_007,Mumbai,27-02-2025 18:32,PIN Change,5000,0,Urban,Thursday,329995,No,Active
TXN01058,ATM_DEL_008,Delhi,24-04-2025 03:29,Cash Withdrawal,10000,0,Semi-Urban,Thursday,343494,No,Active
TXN01059,ATM_MUM_009,Mumbai,21-02-2025 04:10,Fund Transfer,500,0,Urban,Friday,395314,No,Active
TXN01060,ATM_MUM_011,Mumbai,01-10-2024 01:25,PIN Change,5000,51,Semi-Urban,Tuesday,168113,No,Down
TXN01061,ATM_PUN_013,Pune,03-03-2025 10:14,Cash Withdrawal,2000,0,Semi-Urban,Monday,445403,No,Down
TXN01062,ATM_PUN_009,Pune,07-04-2024 18:05,Mini Statement,10000,0,Rural,Sunday,174763,No,Active
TXN01063,ATM_MUM_004,Mumbai,28-08-2024 10:11,Mini Statement,2000,0,Rural,Wednesday,254887,No,Active
TXN01064,ATM_CHE_008,Chennai,12-07-2024 14:18,Cash Deposit,1000,0,Semi-Urban,Friday,433237,No,Active
TXN01065,ATM_PUN_010,Pune,19-12-2024 20:20,Cash Withdrawal,1000,0,Rural,Thursday,406656,No,Active
TXN01066,ATM_PUN_012,Pune,05-10-2024 05:34,Fund Transfer,1000,51,Rural,Saturday,64893,Yes,Active
TXN01067,ATM_MUM_011,Mumbai,27-07-2024 13:54,PIN Change,10000,0,Urban,Saturday,400846,No,Active
TXN01068,ATM_PUN_010,Pune,09-09-2024 01:51,Balance Inquiry,10000,0,Urban,Monday,219845,No,Active
TXN01069,ATM_KOL_006,Kolkata,08-12-2024 10:02,Mini Statement,15000,0,Urban,Sunday,220036,No,Down
TXN01070,ATM_DEL_015,Delhi,09-03-2024 04:53,Cash Deposit,2000,0,Urban,Saturday,355023,No,Down
TXN01071,ATM_CHE_002,Chennai,01-04-2024 21:51,Mini Statement,500,0,Rural,Monday,268991,No,Active
TXN01072,ATM_HYD_015,Hyderabad,07-02-2024 07:24,Fund Transfer,1000,55,Semi-Urban,Wednesday,174623,No,Active
TXN01073,ATM_CHE_008,Chennai,01-06-2024 01:59,Cash Withdrawal,500,0,Semi-Urban,Saturday,152882,No,Active
TXN01074,ATM_HYD_005,Hyderabad,27-05-2024 23:13,PIN Change,2000,51,Rural,Monday,207836,No,Active
TXN01075,ATM_DEL_001,Delhi,02-06-2024 16:22,Mini Statement,500,0,Semi-Urban,Sunday,139244,No,Active
TXN01076,ATM_MUM_008,Mumbai,14-06-2024 17:35,PIN Change,500,0,Rural,Friday,329850,No,Active
TXN01077,ATM_CHE_013,Chennai,29-07-2024 14:09,Balance Inquiry,20000,0,Semi-Urban,Monday,366345,No,Active
TXN01078,ATM_HYD_015,Hyderabad,19-03-2024 07:42,Balance Inquiry,1000,0,Urban,Tuesday,199767,No,Active
TXN01079,ATM_DEL_002,Delhi,14-04-2024 17:11,PIN Change,500,0,Semi-Urban,Sunday,457041,No,Down
TXN01080,ATM_KOL_015,Kolkata,31-03-2024 02:33,Cash Withdrawal,1000,0,Semi-Urban,Sunday,391914,No,Active
TXN01081,ATM_KOL_006,Kolkata,09-07-2024 23:07,Fund Transfer,500,0,Rural,Tuesday,185120,No,Down
TXN01082,ATM_BAN_015,Bangalore,08-03-2025 02:41,Cash Deposit,1000,0,Urban,Saturday,79336,Yes,Active
TXN01083,ATM_HYD_005,Hyderabad,18-03-2024 12:15,Fund Transfer,20000,0,Urban,Monday,438324,No,Active
TXN01084,ATM_CHE_004,Chennai,15-01-2024 04:08,Cash Withdrawal,20000,0,Semi-Urban,Monday,386472,No,Active
TXN01085,ATM_BAN_009,Bangalore,07-09-2024 21:56,PIN Change,5000,0,Urban,Saturday,220687,No,Active
TXN01086,ATM_HYD_014,Hyderabad,29-03-2024 03:13,Cash Withdrawal,20000,0,Rural,Friday,261327,No,Active
TXN01087,ATM_HYD_008,Hyderabad,20-05-2024 05:47,Cash Withdrawal,2000,0,Urban,Monday,184278,No,Down
TXN01088,ATM_BAN_011,Bangalore,15-11-2024 13:49,Mini Statement,15000,0,Urban,Friday,406952,No,Active
TXN01089,ATM_HYD_015,Hyderabad,11-05-2024 20:35,Cash Withdrawal,5000,0,Rural,Saturday,216363,No,Down
TXN01090,ATM_DEL_001,Delhi,14-03-2025 23:44,Fund Transfer,1000,96,Urban,Friday,229173,No,Active
TXN01091,ATM_KOL_001,Kolkata,02-08-2024 01:35,Cash Withdrawal,10000,0,Semi-Urban,Friday,399647,No,Active
TXN01092,ATM_PUN_002,Pune,09-05-2025 04:51,Cash Withdrawal,20000,0,Rural,Friday,495961,No,Active
TXN01093,ATM_KOL_008,Kolkata,25-06-2024 14:09,Cash Deposit,2000,0,Semi-Urban,Tuesday,377695,No,Down
TXN01094,ATM_CHE_004,Chennai,26-05-2024 11:39,Cash Withdrawal,10000,51,Urban,Sunday,418834,No,Down
TXN01095,ATM_CHE_007,Chennai,28-10-2024 10:32,Mini Statement,500,0,Rural,Monday,125915,No,Down
TXN01096,ATM_DEL_007,Delhi,02-02-2024 22:38,PIN Change,15000,96,Semi-Urban,Friday,152496,No,Down
TXN01097,ATM_BAN_013,Bangalore,08-02-2024 05:21,Cash Withdrawal,20000,0,Rural,Thursday,98235,Yes,Active
TXN01098,ATM_DEL_003,Delhi,10-11-2024 22:21,PIN Change,500,0,Semi-Urban,Sunday,436264,No,Active
TXN01099,ATM_HYD_015,Hyderabad,27-02-2024 07:01,Cash Withdrawal,2000,0,Semi-Urban,Tuesday,229784,No,Active
TXN01100,ATM_MUM_012,Mumbai,21-08-2024 13:54,Cash Withdrawal,20000,0,Urban,Wednesday,272216,No,Active
TXN01101,ATM_BAN_012,Bangalore,31-12-2024 21:03,Fund Transfer,10000,0,Semi-Urban,Tuesday,145013,No,Active
TXN01102,ATM_CHE_013,Chennai,24-10-2024 13:41,Fund Transfer,1000,0,Semi-Urban,Thursday,362477,No,Active
TXN01103,ATM_DEL_012,Delhi,14-03-2024 16:21,Mini Statement,20000,55,Semi-Urban,Thursday,339301,No,Active
TXN01104,ATM_CHE_008,Chennai,26-09-2024 10:11,Fund Transfer,20000,0,Rural,Thursday,75436,Yes,Active
TXN01105,ATM_MUM_012,Mumbai,26-07-2024 07:56,PIN Change,15000,0,Rural,Friday,243445,No,Active
TXN01106,ATM_PUN_007,Pune,12-12-2024 05:13,Mini Statement,5000,0,Semi-Urban,Thursday,108405,No,Active
TXN01107,ATM_BAN_014,Bangalore,04-01-2025 05:07,PIN Change,20000,0,Rural,Saturday,449206,No,Down
TXN01108,ATM_MUM_012,Mumbai,02-01-2024 04:52,Balance Inquiry,2000,0,Urban,Tuesday,328236,No,Active
TXN01109,ATM_DEL_008,Delhi,17-05-2024 09:29,Fund Transfer,10000,0,Semi-Urban,Friday,477479,No,Active
TXN01110,ATM_MUM_002,Mumbai,17-02-2025 23:47,Cash Withdrawal,2000,0,Semi-Urban,Monday,428784,No,Down
TXN01111,ATM_CHE_008,Chennai,13-09-2024 19:57,Cash Deposit,20000,96,Urban,Friday,213974,No,Active
TXN01112,ATM_HYD_014,Hyderabad,09-02-2024 01:10,PIN Change,500,0,Urban,Friday,496798,No,Down
TXN01113,ATM_DEL_013,Delhi,09-11-2024 06:19,Cash Deposit,500,0,Semi-Urban,Saturday,182160,No,Down
TXN01114,ATM_HYD_002,Hyderabad,19-07-2024 09:23,Fund Transfer,5000,0,Semi-Urban,Friday,97078,Yes,Active
TXN01115,ATM_KOL_005,Kolkata,25-08-2024 06:07,Balance Inquiry,2000,0,Semi-Urban,Sunday,399630,No,Active
TXN01116,ATM_KOL_003,Kolkata,09-05-2025 00:34,Cash Withdrawal,1000,0,Rural,Friday,292982,No,Active
TXN01117,ATM_DEL_007,Delhi,30-01-2025 05:22,Mini Statement,500,0,Rural,Thursday,223759,No,Active
TXN01118,ATM_DEL_012,Delhi,16-02-2024 05:21,Cash Deposit,1000,0,Rural,Friday,207535,No,Active
TXN01119,ATM_PUN_015,Pune,19-12-2024 15:18,Mini Statement,5000,0,Rural,Thursday,427010,No,Active
TXN01120,ATM_PUN_008,Pune,29-01-2025 22:11,Cash Withdrawal,1000,0,Semi-Urban,Wednesday,156969,No,Active
TXN01121,ATM_KOL_010,Kolkata,18-02-2025 03:52,PIN Change,5000,0,Semi-Urban,Tuesday,491920,No,Down
TXN01122,ATM_PUN_010,Pune,29-01-2025 23:07,PIN Change,15000,0,Rural,Wednesday,316415,No,Active
TXN01123,ATM_BAN_001,Bangalore,12-10-2024 14:51,Cash Withdrawal,2000,96,Urban,Saturday,52604,Yes,Active
TXN01124,ATM_BAN_011,Bangalore,17-07-2024 04:48,Cash Withdrawal,10000,96,Urban,Wednesday,439683,No,Down
TXN01125,ATM_DEL_003,Delhi,09-03-2025 23:44,Balance Inquiry,2000,0,Rural,Sunday,491892,No,Active
TXN01126,ATM_BAN_007,Bangalore,02-07-2024 05:28,Mini Statement,10000,0,Urban,Tuesday,285868,No,Active
TXN01127,ATM_PUN_012,Pune,10-04-2024 15:23,PIN Change,2000,0,Semi-Urban,Wednesday,126652,No,Active
TXN01128,ATM_PUN_009,Pune,13-08-2024 14:29,Cash Withdrawal,500,0,Semi-Urban,Tuesday,353746,No,Active
TXN01129,ATM_HYD_001,Hyderabad,24-04-2024 03:44,Balance Inquiry,20000,0,Semi-Urban,Wednesday,276854,No,Active
TXN01130,ATM_MUM_009,Mumbai,21-02-2025 22:28,Balance Inquiry,20000,0,Rural,Friday,447544,No,Down
TXN01131,ATM_DEL_002,Delhi,05-07-2024 19:16,Cash Deposit,5000,0,Rural,Friday,389090,No,Active
TXN01132,ATM_PUN_001,Pune,15-03-2025 16:14,Mini Statement,2000,0,Rural,Saturday,408971,No,Active
TXN01133,ATM_DEL_006,Delhi,01-03-2024 01:28,Cash Withdrawal,15000,0,Semi-Urban,Friday,105267,No,Active
TXN01134,ATM_CHE_010,Chennai,03-12-2024 03:42,Balance Inquiry,2000,0,Semi-Urban,Tuesday,498800,No,Active
TXN01135,ATM_MUM_006,Mumbai,18-12-2024 17:00,Mini Statement,2000,0,Rural,Wednesday,323951,No,Down
TXN01136,ATM_KOL_009,Kolkata,20-03-2025 04:39,Mini Statement,500,0,Rural,Thursday,293736,No,Active
TXN01137,ATM_PUN_010,Pune,16-02-2024 16:49,Cash Deposit,10000,0,Urban,Friday,360425,No,Active
TXN01138,ATM_MUM_012,Mumbai,04-10-2024 09:11,Fund Transfer,5000,0,Rural,Friday,422197,No,Active
TXN01139,ATM_MUM_001,Mumbai,16-05-2024 01:43,Mini Statement,1000,0,Urban,Thursday,218188,No,Active
TXN01140,ATM_MUM_002,Mumbai,08-01-2025 18:11,Mini Statement,10000,0,Urban,Wednesday,160415,No,Active
TXN01141,ATM_PUN_002,Pune,30-10-2024 20:30,Balance Inquiry,1000,0,Semi-Urban,Wednesday,473226,No,Active
TXN01142,ATM_KOL_003,Kolkata,01-11-2024 06:19,Cash Deposit,500,0,Rural,Friday,241450,No,Active
TXN01143,ATM_BAN_001,Bangalore,02-03-2025 13:20,Balance Inquiry,10000,0,Urban,Sunday,155232,No,Active
TXN01144,ATM_HYD_013,Hyderabad,09-03-2024 13:00,Balance Inquiry,20000,96,Semi-Urban,Saturday,369756,No,Active
TXN01145,ATM_KOL_010,Kolkata,12-04-2025 05:21,Mini Statement,20000,0,Urban,Saturday,293374,No,Active
TXN01146,ATM_DEL_009,Delhi,04-03-2025 22:01,Balance Inquiry,500,0,Urban,Tuesday,220717,No,Down
TXN01147,ATM_MUM_010,Mumbai,02-09-2024 20:56,Mini Statement,2000,0,Semi-Urban,Monday,383981,No,Active
TXN01148,ATM_BAN_008,Bangalore,24-08-2024 20:18,Fund Transfer,15000,0,Semi-Urban,Saturday,476177,No,Active
TXN01149,ATM_CHE_007,Chennai,27-02-2024 19:13,Fund Transfer,15000,0,Rural,Tuesday,71487,Yes,Active
TXN01150,ATM_HYD_002,Hyderabad,04-05-2025 21:40,Balance Inquiry,500,0,Semi-Urban,Sunday,54070,Yes,Down
TXN01151,ATM_MUM_010,Mumbai,08-03-2025 16:13,PIN Change,1000,0,Semi-Urban,Saturday,122039,No,Active
TXN01152,ATM_KOL_001,Kolkata,25-02-2025 17:21,PIN Change,1000,51,Urban,Tuesday,414911,No,Down
TXN01153,ATM_BAN_006,Bangalore,19-06-2024 14:22,Cash Deposit,2000,96,Rural,Wednesday,367126,No,Active
TXN01154,ATM_KOL_001,Kolkata,23-04-2025 17:08,Balance Inquiry,500,0,Urban,Wednesday,88755,Yes,Down
TXN01155,ATM_PUN_008,Pune,08-03-2024 14:11,Cash Withdrawal,10000,0,Semi-Urban,Friday,457547,No,Active
TXN01156,ATM_DEL_002,Delhi,07-12-2024 08:46,Balance Inquiry,5000,0,Semi-Urban,Saturday,70044,Yes,Active
TXN01157,ATM_BAN_002,Bangalore,28-07-2024 02:17,Mini Statement,15000,0,Rural,Sunday,247556,No,Down
TXN01158,ATM_DEL_011,Delhi,18-06-2024 17:33,Balance Inquiry,500,51,Urban,Tuesday,72758,Yes,Down
TXN01159,ATM_BAN_004,Bangalore,04-03-2024 19:50,Cash Withdrawal,1000,0,Urban,Monday,69178,Yes,Active
TXN01160,ATM_DEL_012,Delhi,11-05-2025 08:42,Mini Statement,10000,0,Rural,Sunday,152960,No,Active
TXN01161,ATM_CHE_011,Chennai,03-01-2024 18:17,Mini Statement,15000,0,Rural,Wednesday,410991,No,Active
TXN01162,ATM_DEL_004,Delhi,10-01-2024 13:21,Cash Deposit,5000,0,Urban,Wednesday,335014,No,Active
TXN01163,ATM_PUN_004,Pune,03-03-2024 16:03,Mini Statement,500,0,Semi-Urban,Sunday,481116,No,Active
TXN01164,ATM_DEL_010,Delhi,01-06-2024 20:24,Mini Statement,1000,55,Rural,Saturday,72813,Yes,Active
TXN01165,ATM_DEL_003,Delhi,18-04-2025 21:51,Balance Inquiry,500,0,Urban,Friday,247070,No,Active
TXN01166,ATM_BAN_014,Bangalore,22-05-2024 02:02,Cash Withdrawal,20000,96,Rural,Wednesday,272296,No,Active
TXN01167,ATM_KOL_004,Kolkata,31-05-2024 07:21,Fund Transfer,10000,96,Urban,Friday,322642,No,Active
TXN01168,ATM_CHE_012,Chennai,28-04-2024 22:52,Fund Transfer,20000,0,Rural,Sunday,453324,No,Active
TXN01169,ATM_MUM_012,Mumbai,15-01-2024 12:45,Cash Deposit,5000,0,Urban,Monday,383054,No,Down
TXN01170,ATM_HYD_004,Hyderabad,17-12-2024 08:14,PIN Change,10000,0,Urban,Tuesday,133117,No,Active
TXN01171,ATM_DEL_010,Delhi,07-01-2025 18:41,Cash Deposit,500,96,Urban,Tuesday,234483,No,Down
TXN01172,ATM_BAN_007,Bangalore,13-04-2024 16:44,Balance Inquiry,15000,0,Semi-Urban,Saturday,262281,No,Active
TXN01173,ATM_HYD_001,Hyderabad,29-05-2024 10:38,Balance Inquiry,2000,0,Semi-Urban,Wednesday,70652,Yes,Active
TXN01174,ATM_CHE_001,Chennai,18-02-2025 06:01,Balance Inquiry,1000,51,Rural,Tuesday,241364,No,Active
TXN01175,ATM_BAN_004,Bangalore,08-04-2025 19:01,Mini Statement,500,0,Semi-Urban,Tuesday,62184,Yes,Active
TXN01176,ATM_HYD_009,Hyderabad,30-01-2025 20:54,Fund Transfer,15000,0,Rural,Thursday,194094,No,Active
TXN01177,ATM_HYD_001,Hyderabad,02-03-2024 15:27,Fund Transfer,20000,0,Semi-Urban,Saturday,121149,No,Active
TXN01178,ATM_HYD_004,Hyderabad,22-11-2024 20:24,Cash Withdrawal,10000,0,Rural,Friday,64378,Yes,Down
TXN01179,ATM_MUM_004,Mumbai,12-04-2025 19:24,Mini Statement,15000,0,Rural,Saturday,262512,No,Active
TXN01180,ATM_DEL_015,Delhi,04-10-2024 22:19,Cash Deposit,15000,0,Rural,Friday,193367,No,Active
TXN01181,ATM_PUN_014,Pune,19-06-2024 21:28,Mini Statement,500,0,Rural,Wednesday,354564,No,Active
TXN01182,ATM_CHE_007,Chennai,14-04-2024 12:37,PIN Change,5000,55,Rural,Sunday,491712,No,Active
TXN01183,ATM_HYD_001,Hyderabad,16-08-2024 09:20,Balance Inquiry,5000,0,Semi-Urban,Friday,301736,No,Active
TXN01184,ATM_CHE_010,Chennai,17-10-2024 11:34,Cash Withdrawal,15000,51,Rural,Thursday,52387,Yes,Active
TXN01185,ATM_CHE_003,Chennai,13-10-2024 23:09,Cash Deposit,5000,0,Urban,Sunday,492265,No,Active
TXN01186,ATM_KOL_008,Kolkata,25-01-2025 16:35,Fund Transfer,2000,0,Rural,Saturday,135921,No,Active
TXN01187,ATM_MUM_004,Mumbai,28-04-2024 01:08,Fund Transfer,20000,51,Urban,Sunday,371367,No,Active
TXN01188,ATM_CHE_007,Chennai,22-11-2024 00:07,PIN Change,2000,0,Semi-Urban,Friday,190484,No,Down
TXN01189,ATM_CHE_003,Chennai,29-09-2024 09:07,Cash Withdrawal,10000,0,Rural,Sunday,54441,Yes,Active
TXN01190,ATM_PUN_010,Pune,04-05-2024 11:29,Mini Statement,1000,0,Rural,Saturday,127328,No,Active
